YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WD50M,PM2.5
2021,11,24,23.65,20.5,22.07,23.62,28.94,19.78,15.69,83.75,0.13,96.6,2.98,4.41,2.25,72.31,4.95,6.04,3.7,72.12,43.02916667
2021,11,25,22.29,18.73,20.51,22.15,27.51,18.37,14.04,81.31,0.01,96.68,2.17,2.84,1.43,74.81,3.55,5.53,1.62,74.12,57.875
2021,11,26,21.36,17.75,19.55,21.16,27.32,16.55,13.18,81.44,0,96.72,2.55,3.02,2.16,93.06,4.16,5.68,2.55,92.44,63.71666667
2021,11,27,20.08,16.93,18.51,20.01,26.67,15.28,12.51,83.81,0.01,96.76,2.81,3.95,1.87,79.88,4.87,6.95,2.2,79.75,54.04166667
2021,11,28,18.33,14.68,16.51,18.23,25.26,12.97,10.93,81.56,0.03,96.85,3.2,4.85,2.38,69.31,5.25,6.29,3.15,69.81,53.97083333
2021,11,29,19.03,15.85,17.44,19.11,24.19,15.26,11.66,82.69,0.07,96.91,3.03,4.09,2.06,67,5.08,6.29,3.98,67.31,55.00833333
2021,11,30,19.66,16.86,18.26,19.96,25.6,14.98,12.45,84.62,0.67,96.86,2.92,4.36,1.88,77.81,4.68,5.48,3.59,78.12,55.14166667
2021,12,1,20.05,16.65,18.35,20.28,25.87,15.19,12.27,81.94,0.01,96.73,2.83,3.6,2.26,66.81,4.88,6.48,3.13,67.38,72.95833333
2021,12,2,19.91,17.3,18.6,20.22,24.7,15.92,12.82,85.56,0.52,96.69,2.46,3.48,1.74,62.06,4.03,6.48,1.96,63.56,70.45
2021,12,3,20.58,18.02,19.3,20.85,25.62,16.81,13.43,86,0.34,96.71,2.88,3.76,1.81,77.5,4.6,7.04,1.96,78.25,57.05833333
2021,12,4,20.38,17.44,18.91,20.51,25.19,16.04,12.94,84.19,0.06,96.68,2.66,4.61,1.91,66.56,4.27,5.77,3.07,66.88,77.225
2021,12,5,20.32,16.62,18.48,20.32,26.45,15.39,12.27,80.81,0,96.68,2.4,3.25,1.83,35.25,3.66,4.72,2.48,35.19,56.26666667
2021,12,6,20.52,16.77,18.65,20.48,26.89,15.19,12.39,80.25,0.02,96.69,2.01,2.7,1.03,47,3.23,5.55,1.09,47.5,56.4625
2021,12,7,20.52,17.27,18.9,20.58,26.31,15.79,12.76,82.81,0.06,96.79,2.98,4.18,2.45,59.56,5.02,6.29,3.7,60,61.70416667
2021,12,8,20.53,16.82,18.67,20.76,26.38,15.52,12.39,80.88,0.06,96.83,2.66,4.51,0.92,59.69,4.67,6.77,0.89,60.44,56.5625
2021,12,9,21.32,18.83,20.08,21.55,26.55,17.54,14.1,86.62,1.09,96.94,2.65,3.38,1.78,50.31,4.58,6.43,3.37,50.5,57.975
2021,12,10,20.69,18.15,19.42,20.89,25.98,16.45,13.49,86.38,0.36,97.01,2.9,4.44,2.27,58.88,4.91,5.89,3.56,59.12,53.89166667
2021,12,11,20.5,16.79,18.64,20.6,26.45,16.18,12.33,80.75,0.04,96.98,2.91,3.6,2.29,66.81,5.1,7.05,3.25,67.06,60.24166667
2021,12,12,19.57,15.98,17.78,19.65,25.87,14.58,11.72,81.31,0,96.99,2.68,3.62,2.09,75.81,4.61,6.26,2.94,76.06,64.87916667
2021,12,13,19.52,16.46,17.99,19.73,25,14.65,12.15,83.62,0.06,96.89,2.61,3.32,2.16,68.38,4.51,5.57,3.22,68.44,68.69583333
2021,12,14,19.3,17.31,18.3,19.28,23.41,16.34,12.82,88.88,0.98,96.81,2.73,4.07,1.63,65.81,4.57,6.32,3.32,66,71.4125
2021,12,15,18.97,15.69,17.33,19,25.1,14.88,11.54,82.75,0,96.87,2.75,3.95,1.95,83.75,4.67,6.2,2.8,83.81,73.58333333
2021,12,16,18.55,14.26,16.4,18.43,25.3,14.18,10.5,78.06,0,96.96,2.45,3.28,1.37,100.62,3.86,5.62,1.54,100.62,76.1875
2021,12,17,18.05,13.62,15.83,17.8,25.16,12.62,10.07,77.81,0,96.99,2.59,3.18,2.1,91.31,4.07,6.32,2.48,91.25,77.67083333
2021,12,18,17.8,13.49,15.65,17.3,24.99,13,10.01,78.38,0,96.99,2.49,3.66,1.05,74.69,3.86,6.05,1.16,74.88,69.84166667
2021,12,19,16.44,12.64,14.54,16.51,23.5,11.97,9.52,80.38,0.06,97.09,2.9,3.38,2.37,54.44,4.85,6.62,3.17,54.88,63.25
2021,12,20,14.63,8.17,11.4,14.29,23.08,8.22,7.02,68.62,0,97.07,2.59,3.16,1.91,66.19,3.96,5.66,2.06,66.5,74.77083333
2021,12,21,15.39,6.87,11.13,14.11,23.35,9.4,6.47,58.94,0,97,1.69,2.66,0.49,85,2.41,4.27,0.54,85.12,73.2
2021,12,22,16.55,8.33,12.44,15.33,25,10.48,7.14,60.75,0,96.82,1.84,3.11,0.48,129.38,2.77,5.45,0.67,129.56,84.01666667
2021,12,23,17.34,10.89,14.12,16.78,26.1,9.92,8.48,68.75,0,96.75,2.16,3.07,0.64,127.44,3.41,5.49,0.64,127.5,68.6625
2021,12,24,19.65,13.94,16.79,18.46,27.16,11.57,10.38,71.38,0,96.69,2.05,3.73,0.55,204.25,3.12,5.83,0.82,204.69,73.66666667
2021,12,25,19.6,14.08,16.84,18.51,26.19,13.4,10.38,72.06,0,96.75,2.14,3.13,1.35,233.56,3.1,4.77,2.07,233.12,89.2125
2021,12,26,19.97,14.07,17.02,18.76,26.74,14.66,10.38,70.19,0,96.9,1.41,2.66,0.2,127,2.07,4.56,0.17,124.88,86.90416667
2021,12,27,20.02,15.9,17.96,19.68,26.64,14.62,11.72,78.81,0.03,96.94,1.86,2.91,0.85,86.56,3.02,6.12,0.89,86.56,74.01666667
2021,12,28,21.09,17.65,19.37,20.94,26.4,16.37,13.24,82.19,1.3,96.81,2.57,4,1.13,173,4.14,5.73,1.65,173.31,63.04166667
2021,12,29,19.8,16.89,18.34,20.03,24.94,16,12.45,84.56,1.93,96.84,2.3,3.03,1.3,192.56,3.91,5.62,1.93,191.5,39.05416667
2021,12,30,19.26,16.69,17.98,19.55,24.45,16.08,12.27,86.25,2.02,97.11,3.39,4.36,2.48,72.56,5.35,7.45,3.97,74,44.57083333
2021,12,31,18.97,15.8,17.38,19.55,25.35,13.16,11.6,83.38,0.27,97.22,2.66,3.23,2.07,75.94,4.52,6.39,2.46,77.06,53.49166667
